Date,Quarter,Department,Targeted Productivity,Overtime,No. of Workers,Actual Productivity
2/23/2015,Q4,Finishing,0.8,960,8,0.3715625
2/23/2015,Q4,Finishing,0.8,960,8,0.3715625
2/23/2015,Q4,Finishing,0.8,960,8,0.36871875
2/23/2015,Q4,Finishing,0.7,960,8,0.356458333
2/24/2015,Q4,Finishing,0.7,1800,15,0.902222222
2/24/2015,Q4,Finishing,0.8,1440,12,0.811388889
2/24/2015,Q4,Sewing,0.8,4080,34,0.800401961
2/24/2015,Q4,Sewing,0.8,7140,60,0.800137255
2/24/2015,Q4,Sewing,0.8,6480,59,
2/24/2015,Q4,Finishing,0.7,960,8,0.791458333
2/24/2015,Q4,Sewing,0.75,5640,59,0.750727326
2/24/2015,Q4,Sewing,0.75,3360,33,0.75065101
2/24/2015,Q4,Sewing,0.75,3360,57,0.750437269
2/24/2015,Q4,Sewing,0.75,5340,60,0.750176991
2/24/2015,Q4,Finishing,0.75,1800,15,0.726933333
2/24/2015,Q4,Finishing,0.7,1800,15,0.726933333
2/24/2015,Q4,Sewing,0.7,1680,59,0.700623
2/24/2015,Q4,Sewing,0.7,4560,58,0.700518519
2/24/2015,Q4,Sewing,0.7,3000,52,0.700256795
2/24/2015,Q4,Finishing,0.7,960,8,0.5046875
2/24/2015,Q4,Sewing,0.7,6360,53,0.471108491
2/24/2015,Q4,Finishing,0.7,960,8,0.325
2/24/2015,Q4,Sewing,0.6,5040,42,0.268214286
2/25/2015,Q4,Sewing,0.75,6240,52,0.970816667
2/25/2015,Q4,Finishing,0.8,1080,9,
2/25/2015,Q4,Finishing,0.8,2400,20,0.900833333
2/25/2015,Q4,Finishing,0.8,1800,15,0.899555556
2/25/2015,Q4,Finishing,0.7,1200,10,0.845833333
2/25/2015,Q4,Sewing,0.8,4080,59,0.800808642
2/25/2015,Q4,Sewing,0.8,4080,34,0.800401961
2/25/2015,Q4,Sewing,0.8,7080,59,0.800115819
2/25/2015,Q4,Sewing,0.75,3960,33,0.75065101
2/25/2015,Q4,Sewing,0.75,3360,57,
2/25/2015,Q4,Sewing,0.75,6960,58,0.750206897
2/25/2015,Q4,Sewing,0.7,6960,58,0.700362069
2/25/2015,Q4,Sewing,0.7,3960,58,0.700069811
2/25/2015,Q4,Sewing,0.7,6240,52,0.700058333
2/25/2015,Q4,Finishing,0.75,960,8,0.676666667
2/25/2015,Q4,Finishing,0.7,960,8,0.658541667
2/25/2015,Q4,Sewing,0.8,1200,59,0.598792339
2/25/2015,Q4,Sewing,0.65,5040,42,0.581130952
2/25/2015,Q4,Finishing,0.7,960,8,0.440375
2/25/2015,Q4,Finishing,0.75,960,8,0.410833333
2/25/2015,Q4,Finishing,0.7,960,8,0.410833333
2/26/2015,Q4,Finishing,0.8,6300,15,0.921703704
2/26/2015,Q4,Finishing,0.8,7560,18,0.921604938
2/26/2015,Q4,Sewing,0.8,4080,59,0.800808642
2/26/2015,Q4,Sewing,0.8,2820,57,0.800516667
2/26/2015,Q4,Sewing,0.8,4080,34,0.800401961
2/26/2015,Q4,Finishing,0.5,3360,8,0.768847222
2/26/2015,Q4,Sewing,0.75,3960,33,0.75065101
2/26/2015,Q4,Sewing,0.75,6840,57,0.750473684
2/26/2015,Q4,Sewing,0.75,5640,52,0.750371895
2/26/2015,Q4,Sewing,0.75,6960,58,0.750206897
2/26/2015,Q4,Sewing,0.7,3240,52,0.700251773
2/26/2015,Q4,Sewing,0.7,6960,58,0.66237931
2/26/2015,Q4,Finishing,0.8,3780,9,0.590617284
2/26/2015,Q4,Finishing,0.7,960,8,0.5565625
2/26/2015,Q4,Sewing,0.8,7080,59,0.495617514
2/26/2015,Q4,Sewing,0.35,6840,57,0.449964912
2/26/2015,Q4,Finishing,0.7,3360,8,0.410833333
2/26/2015,Q4,Finishing,0.75,960,8,0.4078125
2/26/2015,Q4,Sewing,0.35,6600,55,0.378895152
2/26/2015,Q4,Finishing,0.75,3360,8,0.376597222
2/26/2015,Q4,Finishing,0.75,3360,8,0.271875
2/28/2015,Q4,Finishing,0.8,6300,15,0.921703704
2/28/2015,Q4,Finishing,0.8,7560,18,0.921604938
2/28/2015,Q4,Sewing,0.8,0,58,0.800779018
2/28/2015,Q4,Sewing,0.8,1700,34,0.800260821
2/28/2015,Q4,Sewing,0.8,840,59,0.799982853
2/28/2015,Q4,Finishing,0.5,3360,8,0.768847222
2/28/2015,Q4,Sewing,0.75,4440,57,0.750716981
2/28/2015,Q4,Sewing,0.75,3960,33,0.75065101
2/28/2015,Q4,Sewing,0.75,4560,58,0.750425926
2/28/2015,Q4,Sewing,0.75,6240,52,0.750395513
2/28/2015,Q4,Sewing,0.7,6120,51,0.700236601
2/28/2015,Q4,Sewing,0.7,4560,58,0.700211111
2/28/2015,Q4,Finishing,0.8,3780,9,0.590617284
2/28/2015,Q4,Finishing,0.7,960,8,0.5565625
2/28/2015,Q4,Sewing,0.5,6840,57,0.550403509
2/28/2015,Q4,Sewing,0.5,6840,57,0.550349708
2/28/2015,Q4,Sewing,0.5,6960,58,0.500258046
2/28/2015,Q4,Finishing,0.7,3360,8,0.410833333
2/28/2015,Q4,Finishing,0.75,960,8,0.4078125
2/28/2015,Q4,Finishing,0.75,3360,8,0.376597222
2/28/2015,Q4,Finishing,0.75,3360,8,0.271875
1/3/2015,Q1,Finishing,0.8,10500,25,0.936355556
1/3/2015,Q1,Finishing,0.75,3360,8,0.813611111
1/3/2015,Q1,Sewing,0.8,4080,34,0.800401961
1/3/2015,Q1,Sewing,0.75,6240,57,0.75075
1/3/2015,Q1,Sewing,0.75,3960,33,0.75065101
1/3/2015,Q1,Sewing,0.75,6840,57,0.750473684
1/3/2015,Q1,Sewing,0.75,6240,52,0.750395513
1/3/2015,Q1,Sewing,0.6,6720,56,0.707446429
1/3/2015,Q1,Sewing,0.7,5640,52,
1/3/2015,Q1,Sewing,0.6,6840,57,0.700019883
1/3/2015,Q1,Sewing,0.7,1800,58,0.683550607
1/3/2015,Q1,Sewing,0.8,0,57,0.682433036
1/3/2015,Q1,Finishing,0.6,960,8,0.673083333
1/3/2015,Q1,Finishing,0.7,3360,8,0.664583333
1/3/2015,Q1,Sewing,0.6,6840,57,0.600239766
1/3/2015,Q1,Finishing,0.7,960,8,0.585
1/3/2015,Q1,Sewing,0.8,6960,58,0.579511494
1/3/2015,Q1,Finishing,0.6,3360,8,0.448722222
1/3/2015,Q1,Finishing,0.75,960,8,0.447083333
1/3/2015,Q1,Finishing,0.8,3360,8,0.350416667
2/3/2015,Q1,Finishing,0.7,1200,10,0.92885
2/3/2015,Q1,Finishing,0.8,10080,24,0.86037037
2/3/2015,Q1,Finishing,0.65,960,8,0.806879167
2/3/2015,Q1,Sewing,0.65,6840,57,0.800579532
2/3/2015,Q1,Sewing,0.8,4080,34,0.800401961
2/3/2015,Q1,Finishing,0.75,1200,10,0.8004
2/3/2015,Q1,Sewing,0.8,0,57,0.800309211
2/3/2015,Q1,Sewing,0.8,4680,57,0.800149813
2/3/2015,Q1,Sewing,0.8,7080,59,0.800115819
2/3/2015,Q1,Finishing,0.75,3360,8,0.773333333
2/3/2015,Q1,Sewing,0.75,2880,33,0.750797009
2/3/2015,Q1,Sewing,0.75,6840,57,0.750473684
2/3/2015,Q1,Sewing,0.75,6240,52,0.750395513
2/3/2015,Q1,Sewing,0.65,6780,57,0.750254867
2/3/2015,Q1,Sewing,0.65,6720,56,0.700903571
2/3/2015,Q1,Sewing,0.7,3600,51,0.70013604
2/3/2015,Q1,Finishing,0.7,3360,8,0.632361111
2/3/2015,Q1,Finishing,0.8,3780,9,0.607654321
2/3/2015,Q1,Finishing,0.65,3360,8,0.537919444
2/3/2015,Q1,Finishing,0.8,3360,8,0.342361111
3/3/2015,Q1,Finishing,0.8,4200,10,0.999533333
3/3/2015,Q1,Finishing,0.8,6300,15,0.902962963
3/3/2015,Q1,Sewing,0.8,0,56,0.800701754
3/3/2015,Q1,Sewing,0.7,6960,58,0.800566092
3/3/2015,Q1,Sewing,0.8,4080,34,0.800401961
3/3/2015,Q1,Sewing,0.8,6840,57,0.800333333
3/3/2015,Q1,Sewing,0.8,7080,59,0.800115819
3/3/2015,Q1,Sewing,0.7,6960,58,0.750770115
3/3/2015,Q1,Sewing,0.75,6840,57,0.750473684
3/3/2015,Q1,Sewing,0.75,6240,52,0.750395513
3/3/2015,Q1,Sewing,0.75,3120,33,0.750212553
3/3/2015,Q1,Finishing,0.75,3360,8,0.702777778
3/3/2015,Q1,Sewing,0.7,6840,57,0.700659649
3/3/2015,Q1,Sewing,0.7,5040,51,0.699984417
3/3/2015,Q1,Finishing,0.8,3780,9,0.636049383
3/3/2015,Q1,Finishing,0.4,6300,15,0.567377778
3/3/2015,Q1,Finishing,0.7,3360,8,0.555430556
3/3/2015,Q1,Finishing,0.7,3360,8,0.555430556
3/3/2015,Q1,Finishing,0.7,3360,8,0.463194444
3/3/2015,Q1,Finishing,0.7,3360,8,0.354444444
3/3/2015,Q1,Finishing,0.75,3360,8,0.309333333
3/3/2015,Q1,Sewing,0.4,5400,45,
4/3/2015,Q1,Finishing,0.8,1200,10,0.939166667
4/3/2015,Q1,Finishing,0.8,960,8,0.930416667
4/3/2015,Q1,Finishing,0.8,1080,9,0.885925926
4/3/2015,Q1,Finishing,0.75,960,8,0.83375
4/3/2015,Q1,Finishing,0.7,960,8,0.806879167
4/3/2015,Q1,Finishing,0.7,960,8,0.806058333
4/3/2015,Q1,Sewing,0.8,0,56,0.800701754
4/3/2015,Q1,Sewing,0.8,4080,34,0.800401961
4/3/2015,Q1,Sewing,0.8,6840,57,0.800333333
4/3/2015,Q1,Sewing,0.8,3960,59,0.800055762
4/3/2015,Q1,Sewing,0.7,6960,58,0.799975862
4/3/2015,Q1,Sewing,0.7,6960,58,0.750651724
4/3/2015,Q1,Sewing,0.75,6240,52,0.750395513
4/3/2015,Q1,Sewing,0.7,6960,58,
4/3/2015,Q1,Sewing,0.7,5760,53,0.700058333
4/3/2015,Q1,Finishing,0.8,8400,20,0.684888889
4/3/2015,Q1,Finishing,0.7,960,8,0.592083333
4/3/2015,Q1,Finishing,0.5,960,8,0.5403125
4/3/2015,Q1,Sewing,0.8,6840,57,0.433263158
4/3/2015,Q1,Sewing,0.5,5520,46,0.404144928
4/3/2015,Q1,Sewing,0.75,3960,33,0.332146465
5/3/2015,Q1,Finishing,0.8,2640,22,0.980984848
5/3/2015,Q1,Finishing,0.6,960,8,0.950625
5/3/2015,Q1,Finishing,0.8,1200,10,0.927291667
5/3/2015,Q1,Finishing,0.8,1080,9,0.868888889
5/3/2015,Q1,Finishing,0.7,960,8,0.812625
5/3/2015,Q1,Finishing,0.7,960,8,0.812625
5/3/2015,Q1,Finishing,0.8,1800,15,0.810111111
5/3/2015,Q1,Sewing,0.8,3420,56,0.800701754
5/3/2015,Q1,Sewing,0.8,1800,57,0.800534979
5/3/2015,Q1,Sewing,0.8,4080,34,0.800401961
5/3/2015,Q1,Sewing,0.7,6960,58,0.750651724
5/3/2015,Q1,Sewing,0.75,6240,52,0.750395513
5/3/2015,Q1,Sewing,0.7,7080,59,0.750050847
5/3/2015,Q1,Sewing,0.7,6960,58,0.700424138
5/3/2015,Q1,Sewing,0.7,6000,50,0.700422
5/3/2015,Q1,Sewing,0.6,1320,46,0.600099145
5/3/2015,Q1,Finishing,0.75,960,8,0.453125
5/3/2015,Q1,Sewing,0.8,1200,59,0.366053523
5/3/2015,Q1,Sewing,0.35,2640,39,0.26369382
7/3/2015,Q1,Finishing,0.8,1080,9,0.868888889
7/3/2015,Q1,Sewing,0.8,4080,34,0.850520588
7/3/2015,Q1,Sewing,0.7,8160,58,0.850045
7/3/2015,Q1,Finishing,0.8,6000,25,0.825444444
7/3/2015,Q1,Finishing,0.35,2400,10,0.80575
7/3/2015,Q1,Sewing,0.7,6960,58,0.800746552
7/3/2015,Q1,Sewing,0.8,6840,57,0.800578947
7/3/2015,Q1,Sewing,0.8,3420,58,0.800034503
7/3/2015,Q1,Finishing,0.5,960,8,0.7975
7/3/2015,Q1,Sewing,0.75,3480,51,0.749987124
7/3/2015,Q1,Sewing,0.7,6000,50,0.700422
7/3/2015,Q1,Finishing,0.7,960,8,0.664875
7/3/2015,Q1,Finishing,0.7,960,8,0.664875
7/3/2015,Q1,Finishing,0.8,960,8,0.657083333
7/3/2015,Q1,Sewing,0.65,4200,45,0.65024031
7/3/2015,Q1,Finishing,0.8,3600,15,0.590740741
7/3/2015,Q1,Finishing,0.65,1920,8,0.528125
7/3/2015,Q1,Sewing,0.5,2280,39,0.500528095
7/3/2015,Q1,Sewing,0.7,6960,58,0.408960345
8/3/2015,Q2,Finishing,0.8,1440,12,0.951944444
8/3/2015,Q2,Finishing,0.8,1080,9,0.945555556
8/3/2015,Q2,Finishing,0.75,1080,9,0.929074074
8/3/2015,Q2,Finishing,0.75,960,8,0.890604167
8/3/2015,Q2,Finishing,0.75,960,8,0.890604167
8/3/2015,Q2,Finishing,0.7,1200,10,0.884
8/3/2015,Q2,Finishing,0.5,960,8,
8/3/2015,Q2,Sewing,0.75,6840,57,0.850084211
8/3/2015,Q2,Sewing,0.75,6960,58,0.85007069
8/3/2015,Q2,Sewing,0.8,3360,57,0.800511068
8/3/2015,Q2,Sewing,0.8,4080,34,0.800401961
8/3/2015,Q2,Sewing,0.8,3420,58,0.800034503
8/3/2015,Q2,Finishing,0.8,960,8,0.755208333
8/3/2015,Q2,Sewing,0.75,5640,52,0.750371895
8/3/2015,Q2,Sewing,0.7,6000,50,0.700422
8/3/2015,Q2,Sewing,0.7,4800,45,0.700106061
8/3/2015,Q2,Sewing,0.6,2520,38,0.601037091
8/3/2015,Q2,Sewing,0.6,6720,56,0.600528571
8/3/2015,Q2,Sewing,0.5,7080,59,0.500033898
8/3/2015,Q2,Finishing,0.6,960,8,0.4509375
8/3/2015,Q2,Finishing,0.7,960,8,0.441041667
8/3/2015,Q2,Finishing,0.6,960,8,0.271875
9/3/2015,Q2,Finishing,0.8,0,8,0.960625
9/3/2015,Q2,Finishing,0.8,0,9,0.902962963
9/3/2015,Q2,Finishing,0.6,0,12,0.864342593
9/3/2015,Q2,Sewing,0.75,7020,58,0.850446154
9/3/2015,Q2,Sewing,0.75,7140,59,0.850426891
9/3/2015,Q2,Finishing,0.75,0,15,0.841
9/3/2015,Q2,Sewing,0.8,5160,58,0.800842424
9/3/2015,Q2,Sewing,0.8,4080,34,0.800401961
9/3/2015,Q2,Sewing,0.8,3420,58,0.800034503
9/3/2015,Q2,Finishing,0.8,0,12,0.795416667
9/3/2015,Q2,Finishing,0.75,0,8,0.7953875
9/3/2015,Q2,Finishing,0.75,0,8,0.794566667
9/3/2015,Q2,Sewing,0.75,6240,52,0.750395513
9/3/2015,Q2,Sewing,0.7,5520,45,0.700516224
9/3/2015,Q2,Sewing,0.7,6000,50,0.700422
9/3/2015,Q2,Finishing,0.7,0,10,0.6825
9/3/2015,Q2,Sewing,0.65,4560,38,0.650962281
9/3/2015,Q2,Sewing,0.65,6720,56,0.650421429
9/3/2015,Q2,Sewing,0.6,7080,59,0.600040678
9/3/2015,Q2,Sewing,0.5,6600,55,0.500610909
9/3/2015,Q2,Finishing,0.7,0,8,0.477291667
9/3/2015,Q2,Finishing,0.65,0,8,0.2640625
10/3/2015,Q2,Finishing,0.8,1080,9,0.92
10/3/2015,Q2,Finishing,0.6,1440,12,0.909391667
10/3/2015,Q2,Sewing,0.75,7080,59,0.900061017
10/3/2015,Q2,Finishing,0.8,1440,12,0.894444444
10/3/2015,Q2,Finishing,0.75,960,8,0.881575
10/3/2015,Q2,Finishing,0.75,960,8,0.880754167
10/3/2015,Q2,Sewing,0.75,5880,59,0.850084211
10/3/2015,Q2,Finishing,0.75,1800,15,0.821666667
10/3/2015,Q2,Sewing,0.8,4080,34,0.800401961
10/3/2015,Q2,Sewing,0.8,6960,58,0.800071839
10/3/2015,Q2,Sewing,0.8,3420,58,0.800034503
10/3/2015,Q2,Finishing,0.8,960,8,0.758229167
10/3/2015,Q2,Sewing,0.75,6000,50,0.750608
10/3/2015,Q2,Sewing,0.75,6240,52,0.750395513
10/3/2015,Q2,Finishing,0.7,960,8,0.741
10/3/2015,Q2,Sewing,0.7,6840,57,0.700505263
10/3/2015,Q2,Sewing,0.7,4560,38,0.700246491
10/3/2015,Q2,Sewing,0.7,5400,45,0.700051852
10/3/2015,Q2,Sewing,0.65,7080,59,0.650044068
10/3/2015,Q2,Sewing,0.6,6840,57,0.630402924
10/3/2015,Q2,Finishing,0.65,960,8,0.560625
10/3/2015,Q2,Finishing,0.5,960,8,0.560625
10/3/2015,Q2,Finishing,0.7,960,8,0.39875
11/3/2015,Q2,Finishing,0.8,2160,9,0.922839506
11/3/2015,Q2,Finishing,0.8,2400,10,0.874027778
11/3/2015,Q2,Finishing,0.75,1920,8,0.819270833
11/3/2015,Q2,Finishing,0.75,1920,8,0.813309028
11/3/2015,Q2,Finishing,0.75,1920,8,0.812625
11/3/2015,Q2,Sewing,0.8,4080,34,0.800401961
11/3/2015,Q2,Sewing,0.8,6960,58,0.800071839
11/3/2015,Q2,Sewing,0.8,3420,58,0.800034503
11/3/2015,Q2,Finishing,0.8,1920,8,0.786631944
11/3/2015,Q2,Finishing,0.7,1440,12,0.75885
11/3/2015,Q2,Sewing,0.75,6000,50,0.750608
11/3/2015,Q2,Sewing,0.75,5040,52,0.750347333
11/3/2015,Q2,Sewing,0.75,5400,45,0.750140741
11/3/2015,Q2,Sewing,0.75,7080,59,0.750050847
11/3/2015,Q2,Sewing,0.75,7080,59,
11/3/2015,Q2,Sewing,0.7,6960,58,0.700556897
11/3/2015,Q2,Sewing,0.7,6840,57,0.700505263
11/3/2015,Q2,Sewing,0.7,4560,38,0.700246491
11/3/2015,Q2,Sewing,0.65,6840,57,0.650596491
11/3/2015,Q2,Finishing,0.75,960,8,0.628333333
11/3/2015,Q2,Finishing,0.7,960,8,
11/3/2015,Q2,Finishing,0.65,960,8,0.625625
11/3/2015,Q2,Finishing,0.75,1800,15,0.505888889
11/3/2015,Q2,Finishing,0.7,720,6,0.394722222
